Barcode,Product Name,Brand,Category,Ingredients,Allergens,Cross-Contaminants,Calories (kcal),Proteins (g),Fat (g),Carbohydrates (g),Available In,Labels,Nutrition Grade
8906009078021,UNIBIC Cashew Cookies,UNIBIC,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits","Refined Wheat Flour (Maida), Sugar, Edible Vegetable Oil (Palm), Cashew Bits (8.4%), Butter, Milk Solids, Liquid Glucose, Leavening Agents (INS 503 ii, INS 500 ii), Emulsifier (INS 322 from Soy), lodised Salt, Artificial Flavouring Substance (Vanillin). Allergen Adivce: Contains Wheat, Milk, Soy and Nut.","en:gluten,en:milk,en:nuts,en:soybeans",,496,7.5,23.8,63,en:india,"en:vegetarian, en:green-dot-india",e
8906007285018,Chana besan,Fortune,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Flours, Legume flours, Chickpea flours",Split Chickpea flour,,,371.8,21,5.8,58.9,en:india,,a
8904067712475,Jabsons Garlic Mix,Jabsons,Snacks,"Bengal Gram Flour (50%), Refined Palmolein Oil, Peanuts (6%), Garlic (1.5%), Iodized Salt, Chilli Powder, Black salt, Dry Mango Powder, Turmeric.",en:peanuts,,190,3,14,11,en:india,"en:vegetarian, en:green-dot-india",e
8904300201643,TRDP Mario Milk Rusk,TRDP Mario,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Rusks","REFINED WHEAT FLOUR (MAIDA), SUGAR, EDIBLE VEGETABLE OIL (REFINED PALM OIL), SEMOLINA (WHEAT), YEAST, MILK SOLIDS (3%), INVERT SYRUP, MALT EXTRACT, IODIZED SALT, WHEAT FIBER, EMULS - IFIER (471, 472e & 481 (i)), ANTIOXIDANT (300) & FLOUR TREATMENT AGENTS 1100(i). CONTAINS ADDED FLAVOUR [NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES (MILK & VANILLA)].",,,395,7,10.5,67,en:india,"en:vegetarian, en:green-dot-india",d
3948888005717,lemoneez,dabur,Lemon juice concentrate,"Water, Lemon Juice Concentrate (23%) & Preservative (INS 224).",,,31,0,0,2.5,en:india,"en:vegetarian, en:green-dot-india",unknown
8906081128812,Dryfruit Bar,Happilo,Dry fruits,"Cashews, Dates,  Walnuts, Almonds, Ragi Crispies & Nutmeg.",,,84,2.3,5.9,5.5,en:india,"en:vegetarian, en:green-dot-india",b
8901537074231,Daawat pulav basmati rice 1kg,Daawat,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Rices, Aromatic rices, Indica rices, Long grain rices, Basmati rices",Basmati rice,,,350,8.8,0.47,78,en:india,"en:vegetarian, en:green-dot-india",b
8901063093355,Good Day Cashew Cookies Medium Pack 600g,Britannia,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits","REFINED WHEAT FLOUR (MAIDA), REFINED PALM OIL, SUGAR, CASHEW NUTS (1.8%), INVERT SUGAR MILK SOLIDS, BUTTER (0.6%), RAISING AGENTS [503(ii) & 500(ii)], IODISED SALT, EMULSIFIERS (322(i), 471 & 472e] AND FLAVOURS [NATURE IDENTICAL AND ARTIFICIAL (MILK AND VANILLA) FLAVOURING SUBSTANCES].","en:gluten,en:milk,en:nuts,en:soybeans","en:milk,en:nuts",504,7,24,65,en:india,"en:vegetarian, en:green-dot-india",e
8901123005397,Lotte Choco Pie,Lotte,Pies,"CHOCO COVERING(25%) [SUGAR, HYDROGENATED VEGETABLE FAT (PALM), COCOA SOLIDS, MILK SOLIDS, EMULSIFIERS (322,476), ARTIFICIAL FLAVOUR (VANILLA)], REFINED LIQUID WHEAT FLOUR (MAIDA), SUGAR, GLUCOSE, INTERESTERIFIED & HYDROGENATED VEGETABLE FAT (PALM), HUMECTANTS (420, 422), RAISING AGENTS [500(ii), 503(ii)], MILK SOLIDS, DEXTROSE, PRESERVATIVES (202, 281), IODISED SALT, STABILIZERS (407, 406, 440, 401, 461, 415), ACIDITY REGULATOR [341(i)] AND ARTIFICIAL FLAVOUR (MILK).","en:gluten,en:milk,en:soybeans",,433,4,17,66,en:india,"en:vegetarian, en:green-dot-india",e
8901030897542,Kissan Fresh Tomato Ketchup,Kissan,"Condiments,Sauces,Tomato sauces,Ketchup,Tomato Ketchup","water, tomato paste (28%), sugar, iodised salt, acidity regulator-E260, stabilizers - E1422, E415, Preservetive - E211, Onion power, garlic powder, spices and condiments.",,,133,1.1,0.4,31,en:india,"en:vegetarian, en:green-dot-india",e
8901030921667,Kissan fresh tomato ketchup 1kg,Kissan,"Condiments,Sauces,Tomato sauces,Ketchup,Tomato & Chill Ketchup",No ingredients available,,,20,0.2,0.1,4.6,en:india,,e
8901088205221,Oodles Yummy masala ring noodles,Saffola,"Plant-based foods and beverages, Plant-based foods, Dried products, Pastas, Dried products to be rehydrated, Noodles, Instant noodles","Rings #Noodles: Oat flour (39.4%), Semolina (36.7%), Edible Vegetable Oil (Refined Rice Bran Oil), Wheat Gluten, lodised Salt, Stabilizers [INS 170(i)]. Yummy Masala Mix*: Spices & Condiments (15.2%) [Onion, Cumin, Turmeric, Clove], Dehydrated Vegetables (3.6%) [Onions, Carrots], Sugar, Hydrolysed Vegetable Protein, Starch, Milk Solids, lodised Salt, Maltodextrin, Flavour Enhancers (INS 627, INS 631), Anticaking Agent (INS 551), Thickener (INS 414). Natural and Nature-identical Flavouring Substances, Colour (INS 150d). Allergen Information: Contains Gluten (Wheat), Milk, Soy. May contain traces of Nuts.","en:gluten,en:milk,en:soybeans",en:nuts,432,14.9,16.98,58.11,en:india,"en:vegetarian, en:green-dot-india",unknown
8902080002283,7up,7up,en:sodas,,,,2,0,0,0,en:india,"en:vegetarian, en:green-dot-india",unknown
8901088068741,Masala Oats - Peppy Tomato,Saffola,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Oat,Avena","Rolled Oats (75%), maltodexrin, Spices and Condiments (5.8%) (Onion, Pepper, Garlic, Coriander, Cumin, Fenugreek, Ginger, Turmeric, Cinnamon, Clove), Salt, Sugar, Dried Vegetables (Carrot (0.7% ), French Beans (0.5%), Tomato (0.3 %), Hydrolysed vegetable Protein, Wheat Powder, Flavour Enhancer (627, 631), Antioxidant (320). CONTAINS ADDED FLAVOUR - NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES.",en:gluten,,138,3.3,2.9,26.6,en:india,"en:vegetarian, en:green-dot-india",e
8904004401011,mixture,Haldiram's,Snacks variety packs,"Split Pulse Bengal Gram (Chana Dal), Refined Palmolein Oil, Bengal Gram Flour (Besan) (10%), Red Lentils (Masur Whole) (8%), Groundnut (Peanuts) (7%), Potato, Rice Flakes, Spinach, Edible Common Salt, Red Chilli Powder, Acidity Regulator INS 330), Black Salt, Black Pepper, Pipal, Coriander Powder, Dried Ginger Powder, Clove Powder, Cumin Powder, Nutmeg, Bay Leaf, Turmeric Powder, Dried Mango Powder, Fennel Seed, Cinnamon, Garlic Powder, Hydrolysed Vegetable Protein (Soya), Colour (INS 141) & Asafoetida. Allergen: Contains Peanuts & Soy Contains Wheat, Almond, Cashew, Milk, Sesame Seeds & Mustard Seed","en:peanuts,en:soybeans",,267,7.69,15.12,22.29,en:india,en:iso-22000,unknown
8901414000827,Navratan mixture,Bikano,snacks,"Edible Vegetable Oil (Refined Palmolein Oil, Refined Ricebran Oil, Refined Cottonseed Oil), Split Bengal Gram (19.4%), Lentils (18.496), Maize Flour, Peanuts (5.29), Rice Flakes, Spices and Condiments (Red Chilli Powder, Dried Mango Powder, Cumin Powder, Dried Ginger Powder, Black Pepper Powder, Clove Powder, Asafoetida Powder, Cinnamon Powder, Coriander Powder, Green Chilli Powder, Carom Seeds Powder, Nutmeg Powder, Cardamom Powder, Mace Powder, Bay Leaves Powder), Green Peas (2.6%), Cornflakes, Chickpea Flour, Potato Chips, Rice Flour, Chickpeas, lodized Salt, Turmeric Powder, Spinach Powder, Black Salt, Acidity Regulator (E 296), Contains Permitted Natural [E 100 and E141(ii)] and Synthetic Food Colour (E 133/FD&C Blue No.1) and Added Flavour (Nature Identical Flavouring Substances).",,,590.4,14.6,40.4,42.1,en:india,,e
8904304365730,coolberg high on strawberry,coolberg,"beverages,Carbonated drinks","CARBONATED WATER, SUGAR, BARLEY MALT, ACIDITY REGULATOR (INS 330), HERBS (QUILLAJA EXTRACT INS 999), PERMITTED CLASS II PRESERVATIVES (INS 211) PERMITTED NATURAL FOOD COLOUR (INS 150d) AND ADDED FLAVOURS (NATURAL NATURE IDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCES-STRAWBERRY)",,,34.39,0,0,8.6,en:india,,d
0811307031761,Roasted Makhana Sriracha Spice,Taali,"Snacks,Makhana","Makhana (75%), Sriracha Seasoning (12%) (Salt, Sugar, Chilli Powder, Milk Powder, Beet Root Powder, Citric Acid, Yeast Extract, Lemon Juice Powder, Garlic Powder, Onion Powder, Tamarind Powder, Cheese Powder), Edible Vegetable Oil (Palmolein Oil).",,,430,9,10,76,en:india,"en:vegetarian, en:green-dot-india",e
8906076131971,Country Sourdough,The Baker’s Dozen,sourdough,,,,126,4.23,0.3,27,en:india,"en:vegetarian, en:no-preservatives, en:green-dot-india",c
8901648026167,Classic Dahi,Mother Dairy,"Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Yogurts, Curd","Toned Milk, Water, Milk Solids and Active Lactic Culture",,,62,3.7,3,5,en:india,"en:vegetarian, en:no-preservatives, en:green-dot-india",b
8904063200082,Peanut Chikki Bar,Haldiram's,"Plant-based foods and beverages, Plant-based foods, Snacks, Sweet snacks, Nuts and their products, Bars, Nut bars, Peanut bars","Peanuts (58%), Jaggery, Hydrogenated Vegetable oils, Glucose and Cardamom Powder.",,,521.5,15.5,27.5,53,en:india,"en:vegetarian, en:green-dot-india",e
8901030807190,Horlicks Classic Malt,Horlicks,"Beverages and beverages preparations,Beverages","Malt (66.7%) [Barley (32%) Wheat Flour (Atta), Wheat, Millet), Milk Solids (14%), Sugar, Wheat Gluten, Minerals, Edible lodized Salt, Soy Protein Isolate, Acidity Regulators [INS 501,500), Vitamins","en:gluten,en:soybeans",,377,11,2,79,en:india,"en:vegetarian, en:green-dot-india",e
8906165780868,Biozyme Performance Whey,MuscleBlaze,"Dietary supplements,Bodybuilding supplements,Protein powders",,,,151.37,25,2.36,7.51,en:india,"en:vegetarian, en:green-dot-india",d
8906010366575,Masala Pori,Town Bus,Snacks,"Puffed Rice (44%), Bengal Gram Flour, Rice Flour, Fried Gram Dal, Groundnuts, Garlic, Red Chilli Powder, Turmeric Powder,Red Chilli, Cumin, Mustard, Coriander Powder, Fenugreek, Curry Leaves and Asafoetida. Contains: Nuts (Peanuts) May Contains: Nuts, Milk, Wheat & Sesame.",en:peanuts,,483,10.3,28,43,en:india,,e
8901030976742,Korean Ramen,Knorr,Ramen,,,,404,8.2,12.6,67.1,en:india,en:no-preservatives,e
8906002004133,Fun Foods Chocolate Spread Fudge,Dr.Oetker,"Breakfasts, Spreads, Sweet spreads, fr:Pâtes à tartiner, Chocolate spreads","milk solids, sugar, cocoa solids (7%), water, Palm oil, liquid glucose, emulsifiers & stabilizers (INS 407, INS 1442, INS 322), iodised salt, preservative (INS 202)",en:milk,,362.6,5.2,13.4,55.4,en:india,"en:no-gluten, en:vegetarian, en:no-trans-fat",unknown
8908001017237,Nacho Crisps Sizzling Jalapeno,Cornitos,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips","Corn (70%), Edible Vegetable Oil (Corn Oil), Sugar, lodized Salt, Jalapeno, Onion Powder, Garlic Powder, Ginger, Green Chili, Parsley, Milk Solids (Skim Milk Powder, Whey Powder), Soya Sauce Powder, Acidity Regulator (Malic Acid - INS 296) CONTAINS SOYA AND MILK PRODUCTS CONTAINS ADDED FLAVOURS, NATURAL AND NATURE IDENTICAL (Jalapeno)",,,482,7.14,21.42,67.8,en:india,en:green-dot,e
8906090572859,Too Yumm! Rings - Tomato Twist,Too Yumm,"Snacks, Salty snacks, Appetizers, Crackers, Puffed salty snacks, Puffed salty snacks made from maize","Corn Flour (70%), Edible Vegetable Oil (Palmolein), Seasoning (Sugar, Salt, &quot;Spices and Condiments (Contains Onion and Garlic), Black Salt, Acidity Regulators (E 296, E 330). Flavour Enhancers (E 627, E 631), Tomato Powder (1.4%). Tamarind Powder, Hydrolysed Vegetable Protein (Soya). Anticaking Agent (E 551)). Anticaking Agent (E 170)",en:soybeans,,493,5.4,22.5,67,en:india,"en:vegetarian, en:green-dot-india",e
8906094320548,Ghari,Krishbhog,Sweet snacks,"Whole Dried Milk (Mawa), Sugar, Clarified Butter, Chickpea Flour, Almond, Pistachio, Cardamom, Saffron, and Refined Flour.",,,563,8,42,38,"en:india, en:united-states","en:vegetarian, en:green-dot-india",e
8904246910012,Amla pickle,Priya,"Plant-based foods and beverages, Plant-based foods, Pickles, Indian Gooseberry, Amla pickle","Amla Berries (48%), Refined Rice Bran Oil, Tamarind Paste (Tamarind, Water), Chilli Powder, Lime Juice, Mixed spices Mustard Seeds, Dry Chillies, Acidity Regulator-Acetic Acid,  Curry Leaves and Asafoetida",,,209,1.7,17.1,12.1,en:india,"en:vegetarian, en:green-dot-india",e
8906126830007,Refined Sunflower Oil,Hello Life,"Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Vegetable oils,Sunflower seeds and their products,Sunflower oils","Refined Sunflower Oil, Permitted Antioxidant TBHQ (E319), Vitamin A, Vitamin D and Antifoaming Agent Dimethyl Polysiloxane DMPS (E-900)",,,900,0,100,0,en:india,"en:vegetarian, en:green-dot-india",unknown
8904288601855,Mustard sauce,Tops,"Condiments,Sauces,Mustard sauces","Water, Mustard Powder 19%, lodised Salt, Acidity Regulator (260) Sugar, Turmeric Powder, Preservative (211), Thickener (415). CONTAINS ADDED FLAVOUR (NATURE IDENTICAL FLAVOURING SUBSTANCES).",,,102,4.4,6.23,7.1,en:india,"en:vegetarian, en:green-dot-india",e
8906002484003,Snickers,Mars,"Snacks, Sweet snacks, Cocoa and its products, Bars, Chocolates, en:chocolate-candies","Sugar, Milk Solids,  Cocoa Butter, Cocoa Solids, Edible vegetable fats &lt; 5% (Sal fat, Palm oil), Dextrose, Emulsifier (E322); Liquid Glucose, Peanuts (14%), Sugar, Hydrogenated vegetable oil (Palm oil), Milk Solids, Iodized Salt, Cocoa Butter, Cocoa Solids, Edible vegetable fats &lt; 5% (Sal fat, Palm oil), Dextrose, Emulsifier (E322).","en:milk,en:peanuts",,477,7.2,22.65,61,en:india,"en:vegetarian, en:green-dot-india",e
8904049650580,Riz basmati,Alishaan Superba,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Rices, Aromatic rices, Indica rices, Long grain rices, Basmati rices",No ingredients available,,,349,8,0.5,78,en:india,,unknown
8901491502023,Lay's - India's Magic Masala,"PepsiCo, Inc.","Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, Flavoured potato crisps","Potato, Edible Vegetable Oil (Palmolein Oil), *Seasoning (&quot;Spices & Condiments, Iodised Salt, Maltodextrin, Black Salt, Sugar, Tomato Powder, Acidity Regulators (330, 296, 334), Flavour (Natural and Nature Identical Flavouring Substances), Anticaking Agent (551), Colour (160c)). *As flavouring agent. ~Contains Onion and Garlic",,,539,6.9,33.1,53.4,en:india,,e
8908014814397,Idly and Dosa Batter,Mr Bakewell,Dosa batter mixes,"Ro-purified Water, Rice, Urad Dal, Fenugreek and lodised Salt.",,,141,5.5,1.6,26.3,en:india,"en:vegetarian, en:green-dot-india",a
89000564,Coca Cola,Coca-Cola,"Boissons, Boissons gazeuses, Sodas, Sodas au cola",,,,44,0,0,11,en:india,,unknown
8901058012897,munch crunchilious cereal,Nestle,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Breakfast cereals filled with chocolate","Whole wheat flour (Atta) (48.8%), Sugar, Rice Flour (9.6%), Degermed maize (Corn) grits (5.7%), Cocoa Solids (5.5%), Glucose Syrup, Minerals, Palm oil, Nature-Identical Flavouring Substances, lodized Salt, Vitamins and Antioxidant (307b). Allergen Note: Contains Wheat and Sulphite. May contain Milk Oat, Soy, Barley, Nut, Mustard, Celery, Sesame and Lupin.",,,279,6.2,2.2,61.1,en:india,,c
8906158360145,Craze Coffee Marie,Craze,biscuits,"REFINED WHEAT FLOUR (MAIDA), SUGAR, REFINED PALM OIL, INVERT SUGAR SYRUP, NATURAL COFFEE POWDER, MILK PRODUCTS (MILK SOLIDS & SWEETENED CONDENSED PARTLY SKIMMED MILK), RAISING AGENTS (5030 & 500(i)), IODIZED SALT, NATURE IDENTICAL & ARTIFICIAL (MILK & VANILLA) FLAVOURING SUBSTANCES, EMULSIFIER (472) CALCIUM SALT AND DOUGH CONDITIONER (223), CARAMEL DS 150.",,,445,8.4,10.7,78.9,en:india,"en:vegetarian, en:green-dot-india",e
8906069401746,Eggless Mayonnaise Chef's Special,Veeba Favourites,Eggless Mayonnaise,"WATER, REFINED SOYABEAN OIL (24.0%), SYNTHETIC INEGAR (WATER, ACETIC ACID (INS260)], SUGAR, EMULSIFIERS AND STABILIZERS (INS1442, INS1450, INS415), IODISED SALT, SPICES AND CONDIMENTS, ACIDITY REGULATOR (INS330), PRESERVATIVES (INS211, INS202), NATURE-IDENTICAL FLAVOURING SUBSTANCES ANTIOXIDANT (INS319) AND SEQUESTRANT (INS385).",,,277.6,0,24.8,13.6,en:india,"en:vegetarian, en:green-dot-india",d
8901063139336,Britannia bourbon 100g,Britannia,"Snacks, en:biscuits","REFINED WHEAT FLOUR (MAIDA), SUGAR (33%), REFINED PALM OIL, EDIBLE MAIZE STARCH, COLOURS (150a, 150d, 122, 110,133&102), COCOA SOLIDS (2.7%), MILK SOLIDS, RAISING AGENTS [500(ii)&503(ii)], NATURE IDENTICAL&ARTIFICIAL (VANILLA, CHOCOLATE MILK&MILKY COCOA) SUBSTANCES, FLAVOURING EMULSIFIERS [471 & 322(1)], MILK CHOCOLATE (0.1%) [EMULSIFIER (322(1))) AND IODISED SALT. (Numbers in brackets as per International Numbering System) CONTAINS WHEAT, MILK AND SOYA.",,,493.5,5,20.3,72.7,en:india,,e
89009802,Munch,nestle,"Snacks,Salty snacks,Appetizers,Crackers,Chocolate","Sugar, Refined Wheat flour (Maida), Hydrogenated vegetable fats (contain sesame oil), Milk solids, Edible vegetable fats, Cocoa solids (3.8%), Emulsifier (Soya lecithin), Raising agent (500 (ii)), Yeast, Flour treatment agents (516 and 1101(i)) and lodized salt. CONTAINS ADDED FLAVOUR (ARTIFICIAL (VANILLA) FLAVOURING SUBSTANCES). MAY CONTAIN PEANUTS MAHA CRUNCH ilicious",,,415,6.1,21.3,49.8,en:india,,e
7622201758639,Perk,Cadbury,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolates, 7622201758639, Perk","Sugar, Interesterified Vegetable Fat, Refined Wheat Flour (Maida), Lactose-Rich Deproteinized Whey Permeate Powder, Starch, Cocoa Solids (5%), Palmolein, Emulsiffers (442, 322, 476), lodised Salt, Yeast, Flavours (Natural, Natural identical and Artificial (Caramel and Vanilla) Flavouring Substances), Raising Agent (500(i)), Improver (1101(i)) Allergen Information: Contains Milk, Wheat, Soy, Sulphites. May Contain Barley.",,,512,3.7,25.4,67.9,en:india,"en:vegetarian, en:green-dot-india",e
8906120107181,Raw Sunflower Seeds,Farmley,"Plant-based foods and beverages,Plant-based foods,Seeds,Sunflower seeds and their products,Sunflower seeds,Roasted sunflower seeds",Raw Sunflower Seeds,,en:Traces of other nuts or dried fruits,629,22.7,47.7,22.9,en:india,en:fssai-lic-no-11421850000414,a
8906020460683,Harvest Gold 100% Whole Wheat Bread,Harvest Gold,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads","Whole Wheat Flour Atta (54%), Sugar, Wheat Protein, Yeast, Wheat Bran (3%), Refined Soyabean Oil, Refined Palmolein Oil, Class 2 Preservative (E282), Permitted Emulsifier, Acidity Regulator, Antioxidant",,,251,9.3,1.19,51,en:india,,b
19066554,Oats Digestive,UNIBIC,Oats digestive biscuit,"Refined Wheat Flour (Maida), Eable Vegetable Oil (Palm), Sugar, Rolled Oats (8%), Liquid Glucose, Wheat Bran (3%), Milk Solids, Leavening Agents (INS 500 ii, INS 503 ii), lodised Salt, Emulsifier (INS 322 from Soy).",,,486,8.2,22,64,en:india,"en:vegetarian, en:source-of-fibre, en:green-dot-india, en:no-cholesterol, en:no-trans-fat",e
8901063091023,Good Day Harmony,"Britannia,Good Day","Plant-based foods and beverages, Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Filled biscuits, Biscuits with nuts","REFINED WHEAT FLOUR (MAIDA), SUGAR, REFINED PALM OIL, NUTS AND NUT PRODUCT (8%) [CASHEWS, ALMONDS, PISTACHIO & HAZELNUT PASTE), INVERT SUGAR SYRUP, MILK SOLIDS, BUTTER, RAISING AGENTS [503(ii) & 500 (ii))], IODISED SALT, EMULSIFIERS [322(1), 471, 472e) AND FLAVOURS [NATURE IDENTICAL AND ARTIFICIAL (MILK & VANILLA) FLAVOURING SUBSTANCES]@.","en:gluten,en:milk,en:nuts","en:gluten,en:milk,en:nuts,en:soybeans",513,7.2,25,64.8,en:india,"en:vegetarian, en:green-dot-india",e
8906033950874,Sev,G pulla reddy's,"Snacks, Salty snacks","Bengal Gram Flour,Edible Vegetable (Palmolein) oil, salt",,,521,4,33,55,en:india,"en:vegetarian, en:green-dot-india",d
7622201759742,Dairy Milk Silk Ganache,Cadbury,Milk chocolate bar,"Super, Cocoa Solids, Cocoa Butter, Milk Solids (15%), Emulsifier (322), Flavour (Nature Identicsl Flavouring Substance)",,,567,6.7,36.5,54.6,en:india,en:vegetarian,e
8901725013684,Madangle Achari Masti,ITC,"Namkeen, en:crisps","RICE GRITS, SEASONING {REFINED PALMOLEIN, SUGAR, SPICES AND CONDIMENTS, IODIZED SALT, NATURE IDENTICAL FLAVOURING SUBSTANCES, HYDROLYZED VEGETABLE PROTEIN AND NATURAL FLAVOURS AND NATURAL FLAVOURING SUBSTANCES), REFINED PALMOLEIN, DEGERMED CORN GRITS AND BENGAL GRAM GRITS. &quot;USED AS FLAVOURING AGENTS.",en:soybeans,"en:gluten,en:milk",526,5.6,29.5,61.2,en:india,,e
7622201138394,Cadbury Temptations Rum & Raisin Chocolate Bar,Cadbury,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Milk chocolates","Sugar, Cocoa Butter, Raisins (18%*), Cocoa Solids, Milk Solids, Emulsifiers (442, 476), Flavours (Natural, Nature Identical and Artificial (Rum, Raisin, Vanilla) Flavouring Substances). Allergen Information: Contains Milk, Sulphites. May Contain Tree Nuts and Soy.","en:milk,en:sulphur-dioxide-and-sulphites","en:nuts,en:soybeans",498,5.7,26.1,61.8,en:india,"en:vegetarian, en:cocoa-life",e
8901063363359,Britannia Fudge It - Chocolate Brownie,Britannia,cake,,,,470,5,24,58.5,en:india,,e
8906121410082,SIP Blue Berry Flavour,SIP,Beverages and beverages preparations,"Sugar, Water, Acidity Regulator (E-330) Permitted Synthetic Food Colours (E-133), Added permitted flavours (BLUE BERRY) (Natural, Nature Identical, Artificial Flavouring Substances), Thickner (E-440)",,,309.5,0.58,0.05,76.68,en:india,,unknown
8906107170191,Momos Vegetable and Paneer,Prasuma,frozen momos,"Cabbage, Refined Wheat Flour (Maida), Onion, Paneer, Butter, Carrot, Refined Soyabean Oil, Ginger, Chilli, Spices & Condiments, Flavour Enhancer (INS 631)",,,201.03,5.29,8.46,26,en:india,"en:vegetarian, en:green-dot-india",c
